"b2","b1","ccf","lag","distr.dist","x1","x2","num.matches","num.mismatches","non_cms","cms","data","resID","id.x","id.y","match"
"Ukn Bullet C-3","Br6 Bullet 1-6",0.251473379266286,240,3.40841997418158,100,100,7,13,5,5,"data/unkn9.RData",78,30,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 1-5",0.276345985163394,292,6.59317550034021,100,100,4,19,2,2,"data/unkn9.RData",53,41,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 1-3",0.303363390583311,103,3.18333620555677,187.5,100,4,17,2,2,"data/unkn9.RData",87,33,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 2-1",0.327587717891207,221,5.01822698037126,100,100,8,9,3,3,"data/unkn9.RData",79,28,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 2-3",0.201665900062461,171,11.1335772925576,162.5,100,1,11,1,1,"data/unkn9.RData",81,30,5,FALSE
"Ukn Bullet C-3","Br5 Bullet 2-2",0.275558136200324,230,6.51629057562483,112.5,100,9,13,4,4,"data/unkn9.RData",68,24,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 1-2",0.222677895214783,280,9.73128112055719,125,100,5,13,3,3,"data/unkn9.RData",74,26,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 1-6",0.150975005079496,161,6.27292164431501,100,100,3,15,3,3,"data/unkn9.RData",90,36,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 2-5",0.363169005364094,354,2.72517540836334,125,100,6,18,3,3,"data/unkn9.RData",11,3,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 1-2",0.141370553963822,188,6.81107884821152,100,100,2,14,2,2,"data/unkn9.RData",50,38,5,FALSE
"Ukn Bullet C-3","Br5 Bullet 1-2",0.184076136241609,255,8.17754923741867,125,100,5,10,3,3,"data/unkn9.RData",62,20,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 2-3",0.206234982834022,331,10.1335534461933,150,100,2,11,2,2,"data/unkn9.RData",105,45,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 2-4",0.220688051849176,177,6.3488427195332,100,100,1,15,1,1,"data/unkn9.RData",94,33,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 1-3",0.163692584596998,239,8.99673905727949,137.5,100,5,19,2,2,"data/unkn9.RData",75,27,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 2-1",0.161492982212989,1,8.26401681559013,100,100,3,9,2,2,"data/unkn9.RData",103,43,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 2-4",0.26697357160284,261,7.95909170791748,112.5,100,5,11,2,2,"data/unkn9.RData",106,46,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 1-4",0.353377108726041,401,3.93702829935086,125,100,10,11,4,4,"data/unkn9.RData",28,10,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 1-2",0.334584550006669,195,4.81866607142115,100,100,11,13,3,3,"data/unkn9.RData",98,44,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 1-1",0.159851699708714,377,3.59232427636561,100,100,3,10,3,3,"data/unkn9.RData",1,1,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 2-3",0.321748702509411,178,6.4469450492603,100,100,1,10,1,1,"data/unkn9.RData",9,1,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 1-1",0.128915528270761,35,2.98159672509034,200,100,7,14,3,3,"data/unkn9.RData",13,55,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 1-5",0.247029515959053,324,5.01922902474226,112.5,100,6,18,3,3,"data/unkn9.RData",41,17,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 2-1",0.306778317027239,113,2.97012014177897,100,100,6,16,3,3,"data/unkn9.RData",31,8,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 2-2",0.389756031070125,396,2.58432495196011,175,100,4,11,3,3,"data/unkn9.RData",80,29,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 1-3",0.339597826621026,74,6.0302528218442,100,100,5,9,2,2,"data/unkn9.RData",15,57,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 2-6",0.169696206301106,401,3.08188983163083,175,100,7,16,4,4,"data/unkn9.RData",120,53,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 2-6",0.256404585283108,263,3.89933889770162,100,100,4,8,3,3,"data/unkn9.RData",60,40,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 1-3",0.192722204350835,255,3.51176472232563,137.5,100,6,24,4,4,"data/unkn9.RData",27,9,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 1-4",0.180373571139978,381,5.48547429151192,125,100,1,11,1,1,"data/unkn9.RData",112,52,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 1-4",0.209808489607641,69,3.65127474632521,200,100,4,17,3,3,"data/unkn9.RData",76,28,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 1-2",0.227620126011336,373,6.90735430764178,100,100,1,21,1,1,"data/unkn9.RData",14,56,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 2-5",0.230651804704302,179,4.39249230511896,100,100,1,12,1,1,"data/unkn9.RData",83,26,5,FALSE
"Ukn Bullet C-3","Br5 Bullet 2-6",0.161355884328659,378,4.09843639788415,150,100,5,19,3,3,"data/unkn9.RData",72,22,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 1-3",0.383928302052549,354,3.1301979551115,100,100,9,17,5,5,"data/unkn9.RData",3,3,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 2-2",0.183384896742694,20,4.54534868303108,162.5,100,4,9,2,2,"data/unkn9.RData",104,44,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 1-6",0.301573295377966,101,3.10193030280602,100,100,5,16,3,3,"data/unkn9.RData",6,6,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 2-4",0.27966214174283,16,3.83947313183114,175,100,2,15,2,2,"data/unkn9.RData",82,25,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 2-6",0.529113167612905,270,2.06861997574856,112.5,100,9,11,4,4,"data/unkn9.RData",24,58,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 2-3",0.367633881040502,210,4.05415293991327,137.5,100,9,13,4,4,"data/unkn9.RData",57,37,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 2-6",0.16631544376206,288,5.57851014314883,100,100,5,15,3,3,"data/unkn9.RData",36,7,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 1-3",0.272380663569452,262,4.14155995916697,125,100,5,13,3,3,"data/unkn9.RData",39,15,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 1-4",0.352421436629555,270,8.32770240853913,150,100,4,10,2,2,"data/unkn9.RData",40,16,5,FALSE
"Ukn Bullet C-3","Br5 Bullet 2-5",0.166759366600806,303,5.89214623908978,112.5,100,3,11,2,2,"data/unkn9.RData",71,21,5,FALSE
"Ukn Bullet C-3","Br6 Bullet 2-6",0.166825084839512,175,6.66876575706321,112.5,100,4,12,2,2,"data/unkn9.RData",84,27,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 1-6",0.285427578802365,182,5.83777797219217,100,100,5,11,2,2,"data/unkn9.RData",18,60,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 2-3",0.1611926248418,400,6.92742079595254,125,100,5,11,2,2,"data/unkn9.RData",117,50,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 2-2",0.270486235118952,370,4.28971747759113,100,100,4,17,2,2,"data/unkn9.RData",20,59,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 2-5",0.247791903135402,346,5.86876424257303,100,100,4,10,3,3,"data/unkn9.RData",107,47,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 1-2",0.167294765695627,351,6.39470491832124,125,100,3,11,3,3,"data/unkn9.RData",86,32,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 1-6",0.103784505027248,391,6.17593962760815,100,100,4,14,3,3,"data/unkn9.RData",42,18,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 2-4",0.462352819414262,356,2.10323877702509,137.5,100,5,15,3,3,"data/unkn9.RData",10,2,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 1-6",0.143591177030863,307,4.10024233320817,100,100,5,14,2,2,"data/unkn9.RData",102,48,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 2-4",0.171107408399419,203,6.6760533907635,112.5,100,6,10,3,3,"data/unkn9.RData",22,56,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 1-3",0.30526056671993,22,2.86330372902785,100,100,7,16,3,3,"data/unkn9.RData",51,39,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 2-3",0.298028735598672,234,3.0721896981463,125,100,9,12,4,4,"data/unkn9.RData",33,10,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 2-5",0.25635901384904,278,9.87440409745355,125,100,3,8,2,2,"data/unkn9.RData",95,34,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 1-2",0.302820883096505,258,8.36355790446206,137.5,100,3,16,2,2,"data/unkn9.RData",26,8,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 2-2",0.218761097462295,181,8.21150648784431,100,100,2,4,2,2,"data/unkn9.RData",56,42,5,FALSE
"Ukn Bullet C-3","Br1 Bullet 1-4",0.391888002721893,118,2.01285141816294,100,100,7,18,3,3,"data/unkn9.RData",4,4,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 2-1",0.295134605920554,181,5.55114083928332,100,100,1,14,1,1,"data/unkn9.RData",115,54,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 2-6",0.216454161225012,305,4.14772993184422,100,100,5,9,4,4,"data/unkn9.RData",108,48,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 1-4",0.413531701930931,226,3.10800343649337,125,100,4,12,3,3,"data/unkn9.RData",88,34,5,FALSE
"Ukn Bullet C-3","Br5 Bullet 2-3",0.191936901628959,172,7.43802872877555,112.5,100,2,6,1,1,"data/unkn9.RData",69,19,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 1-1",0.16602356834717,183,3.73892412922108,125,100,7,15,2,2,"data/unkn9.RData",25,7,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 1-1",0.396490061079314,89,2.21324177849155,162.5,100,9,16,4,4,"data/unkn9.RData",37,13,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 2-1",0.478351947267282,252,2.83834880233114,162.5,100,5,13,4,4,"data/unkn9.RData",43,17,5,FALSE
"Ukn Bullet C-3","Br5 Bullet 2-4",0.211919558107449,318,8.49025238096255,100,100,3,12,3,3,"data/unkn9.RData",70,20,5,FALSE
"Ukn Bullet C-3","Br7 Bullet 1-1",0.136356643685503,242,9.08953686340875,125,100,6,11,3,3,"data/unkn9.RData",85,31,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 2-4",0.198199208992456,270,4.35913837843267,212.5,100,4,9,2,2,"data/unkn9.RData",118,51,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 1-2",0.274130978167236,395,7.02100137763594,100,100,5,13,2,2,"data/unkn9.RData",110,50,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 1-4",0.198587533901078,55,2.98057236879424,100,100,8,23,3,3,"data/unkn9.RData",52,40,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 2-5",0.244972960832705,375,6.00158182808277,125,100,1,10,1,1,"data/unkn9.RData",47,15,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 1-3",0.374605548224773,103,2.68289047686607,112.5,100,3,17,2,2,"data/unkn9.RData",111,51,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 2-5",0.438968541744588,280,2.38936031713274,100,100,11,13,3,3,"data/unkn9.RData",119,52,5,FALSE
"Ukn Bullet C-3","Br8 Bullet 1-1",0.146193019784849,35,3.99365563391348,150,100,4,14,3,3,"data/unkn9.RData",97,43,5,FALSE
"Ukn Bullet C-3","Br10 Bullet 2-1",0.157799523683,246,9.7626850123186,100,100,3,12,2,2,"data/unkn9.RData",19,55,5,FALSE
"Ukn Bullet C-3","Br3 Bullet 1-2",0.362540695456699,285,3.13534150138822,125,100,3,12,3,3,"data/unkn9.RData",38,14,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 1-6",0.193543905208908,206,8.42896803430261,100,100,4,10,2,2,"data/unkn9.RData",114,54,5,FALSE
"Ukn Bullet C-3","Br4 Bullet 2-4",0.257906154947334,359,2.7519723333449,150,100,4,20,3,3,"data/unkn9.RData",58,38,5,FALSE
"Ukn Bullet C-3","Br9 Bullet 2-2",0.264337114775476,151,4.31237219640095,150,100,4,7,2,2,"data/unkn9.RData",116,49,5,FALSE
"Ukn Bullet C-3","Br2 Bullet 2-4",0.227845348614003,313,3.66849800420718,150,100,5,23,4,4,"data/unkn9.RData",34,11,5,FALSE
"Ukn Bullet C-4","Br3 Bullet 1-5",0.547877401937078,204,6.76972085788721,112.5,100,6,10,3,3,"data/unkn10.RData",41,17,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 2-1",0.304366375959454,201,9.92412991238831,100,100,1,2,1,1,"data/unkn10.RData",79,28,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 2-5",0.286807939952434,400,9.68682737454336,125,100,5,9,5,5,"data/unkn10.RData",47,15,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 2-3",0.596968999457283,222,6.47641313274673,125,100,4,7,2,2,"data/unkn10.RData",117,50,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 1-4",0.251387960018122,100,7.64750339788005,100,100,4,11,2,2,"data/unkn10.RData",4,4,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 2-6",0.157955572782872,265,9.30038452690608,175,100,7,11,4,4,"data/unkn10.RData",120,53,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 2-5",0.249604656282477,244,9.47128551667919,100,100,4,12,2,2,"data/unkn10.RData",119,52,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 1-3",0.280226681194833,34,6.47657618836615,187.5,100,2,12,2,2,"data/unkn10.RData",87,33,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 2-4",0.627184263290189,207,5.57012084618092,100,100,7,6,5,5,"data/unkn10.RData",94,33,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 2-3",0.640339572919723,242,5.16099850287303,125,100,5,8,3,3,"data/unkn10.RData",93,32,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 2-6",0.561549339440764,210,6.64580606917976,100,100,2,10,2,2,"data/unkn10.RData",36,7,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 2-6",0.168776442214086,214,14.1490945178131,100,100,4,5,4,4,"data/unkn10.RData",48,16,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 1-3",0.343185335724162,334,8.76982309387577,100,100,4,16,2,2,"data/unkn10.RData",3,3,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 2-3",0.201262601259689,155,10.4672323053346,137.5,100,7,5,5,5,"data/unkn10.RData",57,37,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 2-6",0.45629688018505,221,7.51526289134966,112.5,100,6,12,3,3,"data/unkn10.RData",24,58,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 2-3",0.63312244598309,206,5.89769856196418,112.5,100,5,10,3,3,"data/unkn10.RData",69,19,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 2-6",0.31679257456069,236,9.08194428100729,150,100,2,14,2,2,"data/unkn10.RData",72,22,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 2-6",0.508120248236944,224,6.61477105707619,100,100,2,11,2,2,"data/unkn10.RData",108,48,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 2-2",0.363006611437456,242,12.2974675697225,100,100,2,4,2,2,"data/unkn10.RData",56,42,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 2-4",0.260855594728868,1,6.85951105522767,212.5,100,4,9,2,2,"data/unkn10.RData",118,51,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 1-4",0.166540014363143,196,9.6408396339026,100,100,5,13,3,3,"data/unkn10.RData",52,40,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 1-6",0.547976933697123,206,7.47529238742519,100,100,1,5,1,1,"data/unkn10.RData",42,18,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 1-1",0.13295004672321,54,7.83006028103094,137.5,100,4,13,2,2,"data/unkn10.RData",61,19,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 2-3",0.703908529108373,200,5.62092896602078,112.5,100,6,6,4,4,"data/unkn10.RData",45,13,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 1-6",0.386476524374931,242,8.92656739630182,100,100,3,9,3,3,"data/unkn10.RData",114,54,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 2-6",0.621041420178999,203,5.78672004371558,112.5,100,7,10,4,4,"data/unkn10.RData",84,27,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 1-2",0.544638839908933,218,7.19127497745672,125,100,1,7,1,1,"data/unkn10.RData",62,20,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 1-5",0.345780342236372,209,9.51032667892304,125,100,2,15,2,2,"data/unkn10.RData",65,23,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 1-3",0.481605177189893,30,5.1796849250686,100,100,3,8,3,3,"data/unkn10.RData",15,57,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 2-5",0.637044444004679,214,5.38698451636938,100,100,6,8,4,4,"data/unkn10.RData",83,26,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 2-2",0.168340474616905,64,7.90011297894469,175,100,6,8,4,4,"data/unkn10.RData",80,29,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 1-2",0.655799297434615,232,5.76514939768847,125,100,5,8,3,3,"data/unkn10.RData",74,26,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 1-3",0.440943156451312,159,7.47272344146766,137.5,100,6,6,5,5,"data/unkn10.RData",99,45,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 2-4",0.317841154901376,219,8.69544335211135,137.5,100,5,10,4,4,"data/unkn10.RData",10,2,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 1-2",0.576797295247,201,5.58959103928778,137.5,100,3,8,2,2,"data/unkn10.RData",26,8,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 1-2",0.265158272161703,125,10.3589547170425,100,100,3,7,2,2,"data/unkn10.RData",98,44,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 1-2",0.638580796708725,221,5.385359795631,100,100,7,7,5,5,"data/unkn10.RData",50,38,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 2-6",0.219567074805731,74,7.43410173564534,100,100,8,12,4,4,"data/unkn10.RData",12,4,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 2-6",0.39193741821546,234,8.11781612020727,100,100,4,11,4,4,"data/unkn10.RData",60,40,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 2-4",0.576338794612681,254,6.52634190820912,100,100,1,6,1,1,"data/unkn10.RData",70,20,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 2-2",0.404442508819035,401,7.84952989357803,100,100,3,6,3,3,"data/unkn10.RData",32,9,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 1-6",0.349531496493776,94,6.41322108051488,100,100,5,8,2,2,"data/unkn10.RData",54,42,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 2-1",0.156191626315877,383,9.23457594573311,137.5,100,5,11,3,3,"data/unkn10.RData",91,36,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 1-4",0.440575981108163,138,7.10947841613611,150,100,6,7,4,4,"data/unkn10.RData",100,46,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 1-4",0.481230482092607,221,8.30275010395841,125,100,4,14,3,3,"data/unkn10.RData",112,52,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 1-3",0.620180644056059,200,6.20963182128026,100,100,4,9,2,2,"data/unkn10.RData",63,21,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 2-4",0.562522459149901,208,6.70745257242475,112.5,100,4,8,2,2,"data/unkn10.RData",106,46,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 1-1",0.18129729649229,261,10.2939856669579,100,100,5,10,2,2,"data/unkn10.RData",49,37,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 2-4",0.29248269752962,236,8.82944740379463,150,100,6,13,3,3,"data/unkn10.RData",58,38,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 2-1",0.386384621903745,237,8.16842039114893,162.5,100,6,10,2,2,"data/unkn10.RData",55,41,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 2-2",0.734999801920968,190,4.34793689076649,112.5,100,5,6,2,2,"data/unkn10.RData",68,24,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 1-1",0.304734155306225,67,6.91199420670152,162.5,100,6,8,5,5,"data/unkn10.RData",37,13,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 2-3",0.611886731441434,211,6.82245689180807,162.5,100,5,8,4,4,"data/unkn10.RData",81,30,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 1-4",0.517893901026482,332,7.12017470393053,200,100,3,17,2,2,"data/unkn10.RData",76,28,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 2-4",0.168254253030708,367,11.348494286618,175,100,2,11,1,1,"data/unkn10.RData",82,25,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 1-6",0.62376364197161,226,5.6647875376222,100,100,3,9,2,2,"data/unkn10.RData",18,60,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 2-5",0.602957097240234,232,5.72277364995532,112.5,100,5,11,3,3,"data/unkn10.RData",71,21,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 2-5",0.526030619468858,147,6.07442961053613,100,100,9,6,4,4,"data/unkn10.RData",23,57,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 2-2",0.64487236560978,232,5.3586951770595,100,100,4,13,2,2,"data/unkn10.RData",20,59,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 2-5",0.612410010461289,204,7.34840228245672,125,100,5,7,3,3,"data/unkn10.RData",95,34,6,FALSE
"Ukn Bullet C-4","Br4 Bullet 1-5",0.604442385375802,193,6.82642287878511,100,100,3,8,2,2,"data/unkn10.RData",53,41,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 2-3",0.400400668112983,82,5.9972126451943,125,100,6,10,4,4,"data/unkn10.RData",33,10,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 2-2",0.298840769225512,203,9.51482414791018,162.5,100,3,6,2,2,"data/unkn10.RData",92,31,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 1-1",0.262623853184907,193,9.54286319951399,125,100,4,11,2,2,"data/unkn10.RData",25,7,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 2-1",0.0414151392584801,300,16.7615069384923,100,100,2,7,2,2,"data/unkn10.RData",103,43,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 1-2",0.688285644086843,224,4.6807151927347,125,100,6,7,5,5,"data/unkn10.RData",86,32,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 1-5",0.299674390860685,208,9.27049132971401,100,100,4,10,3,3,"data/unkn10.RData",17,59,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 1-5",0.264914248187746,1,6.89713769809785,100,100,5,10,4,4,"data/unkn10.RData",29,11,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 2-1",0.3608446634693,270,8.44726261092239,137.5,100,5,12,2,2,"data/unkn10.RData",67,23,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 2-4",0.2238566674509,206,10.6156900523108,125,100,4,12,2,2,"data/unkn10.RData",46,14,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 1-3",0.423232067596891,41,5.9803232257311,112.5,100,4,9,2,2,"data/unkn10.RData",111,51,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 1-1",0.470936225532892,209,7.57581407328913,137.5,100,7,6,6,6,"data/unkn10.RData",109,49,6,FALSE
"Ukn Bullet C-4","Br5 Bullet 1-6",0.715632598590023,194,4.25567255383268,137.5,100,8,5,5,5,"data/unkn10.RData",66,24,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 2-1",0.284491096330684,90,7.50826527778913,100,100,2,12,2,2,"data/unkn10.RData",31,8,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 1-6",0.485694273910516,213,6.73356005000315,100,100,4,10,2,2,"data/unkn10.RData",90,36,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 2-5",0.620483437672526,227,6.62648012346595,100,100,4,9,3,3,"data/unkn10.RData",107,47,6,FALSE
"Ukn Bullet C-4","Br7 Bullet 1-4",0.268343544286567,258,9.60941704376848,125,100,2,13,2,2,"data/unkn10.RData",88,34,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 1-5",0.647281244901357,197,5.21253154135034,100,100,6,7,4,4,"data/unkn10.RData",101,47,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 1-4",0.608630866709632,209,7.53765823128031,150,100,4,6,3,3,"data/unkn10.RData",40,16,6,FALSE
"Ukn Bullet C-4","Br2 Bullet 1-3",0.27284474037952,227,8.84394602267856,137.5,100,7,11,2,2,"data/unkn10.RData",27,9,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 1-3",0.494461118182449,227,7.62403649201511,125,100,4,9,2,2,"data/unkn10.RData",39,15,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 1-1",0.167469821959715,275,9.31362059055106,200,100,5,10,3,3,"data/unkn10.RData",13,55,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 2-1",0.224496774297182,232,10.6642745775457,162.5,100,4,10,2,2,"data/unkn10.RData",43,17,6,FALSE
"Ukn Bullet C-4","Br10 Bullet 2-3",0.672217660619222,217,4.85436046824625,112.5,100,7,9,4,4,"data/unkn10.RData",21,60,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 1-1",0.329642752584258,198,9.36516512437608,100,100,1,6,1,1,"data/unkn10.RData",73,25,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 2-3",0.597664852455121,227,7.83219462771045,150,100,7,7,3,3,"data/unkn10.RData",105,45,6,FALSE
"Ukn Bullet C-4","Br3 Bullet 1-2",0.184335121835582,207,9.84117247492701,125,100,1,8,1,1,"data/unkn10.RData",38,14,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 1-1",0.404265879788958,276,8.16827614438836,150,100,3,14,3,3,"data/unkn10.RData",97,43,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 1-2",0.335530182255368,212,8.52432624501473,100,100,4,12,3,3,"data/unkn10.RData",2,2,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 1-2",0.494149398429438,235,7.83597340740246,100,100,4,7,3,3,"data/unkn10.RData",110,50,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 2-1",0.188506577441585,54,7.43448938846113,100,100,6,8,5,5,"data/unkn10.RData",7,5,6,FALSE
"Ukn Bullet C-4","Br8 Bullet 1-6",0.430371741551965,198,7.12237352467372,100,100,4,12,2,2,"data/unkn10.RData",102,48,6,FALSE
"Ukn Bullet C-4","Br9 Bullet 2-2",0.27988837861916,198,9.72847211793074,150,100,1,5,1,1,"data/unkn10.RData",116,49,6,FALSE
"Ukn Bullet C-4","Br1 Bullet 1-6",0.607629459258182,374,5.66853860097185,100,100,2,6,2,2,"data/unkn10.RData",6,6,6,TRUE
"Ukn Bullet C-4","Br5 Bullet 1-4",0.375904912844744,321,8.18874938224703,150,100,2,14,2,2,"data/unkn10.RData",64,22,6,FALSE
"Ukn Bullet C-4","Br6 Bullet 1-3",0.463712831378073,201,9.84271566022586,137.5,100,1,6,1,1,"data/unkn10.RData",75,27,6,FALSE
